Code,Description,Category,Source
B2436,Passengers Seat Belt Buckle Switch Circuit Open,Body,OBD-II Standard
B2437,Passengers Seat Belt Buckle Switch Circuit Short to B attery,Body,OBD-II Standard
B2438,Passengers Seat Belt Buckle Switch Circuit Short to Ground,Body,OBD-II Standard
B2439,Passengers Seat Belt Buckle Switch Resistance out of Range,Body,OBD-II Standard
B2440,"Passenger Sid, Side crash sensor mount fault",Body,OBD-II Standard
B2441,"Driver Sid, Side crash sensor mount fault",Body,OBD-II Standard
B2442,Intrusion Sensor Fault,Body,OBD-II Standard
B2443,Powertrain Performance Mode Switch Circuit failure,Body,OBD-II Standard
B2444,Driver Side Crash Sensor Internal Fault,Body,OBD-II Standard
B2445,Passenger Side Crash Sensor Internal Fault,Body,OBD-II Standard
B2446,RESCU/VEMS Input Circuit Open,Body,OBD-II Standard
B2447,RESCU/VEMS Input Circui t Short to Battery,Body,OBD-II Standard
B2448,RESCU/VEMS Input Circuit Short to Ground,Body,OBD-II Standard
B2449,Aux Heater Glow Plug Circuit Short to Ground,Body,OBD-II Standard
B2450,Aux Heater Glow Plug Circuit Open,Body,OBD-II Standard
B2451,Aux Heater Fuel Pump Circuit Short to Ground,Body,OBD-II Standard
B2452,Aux Heater Fuel Pump Circui t Open,Body,OBD-II Standard
B2453,Aux Heater Blower Fan Circuit Short to Ground,Body,OBD-II Standard
B2454,Aux Heater Blower Fan Circuit Open,Body,OBD-II Standard
B2455,Aux Heater Blower Faulted,Body,OBD-II Standard
B2456,Aux Heater Coolant Sensor Circuit Short to Ground,Body,OBD-II Standard
B2457,Aux Heater Coolant Sensor Circuit Open,Body,OBD-II Standard
B2458,Aux Heater Overheat Sensor Circuit Short to Ground,Body,OBD-II Standard
B2459,Aux Heater Overheat Sensor Circuit Open,Body,OBD-II Standard
B2460,Aux Heater Flame Sensor Circuit Short to Ground,Body,OBD-II Standard
B2461,Aux Heater Flame Sensor Circuit Open,Body,OBD-II Standard
B2462,Aux Heater Flame Out Fault,Body,OBD-II Standard
B2463,Aux Hea ter Overheat Fault,Body,OBD-II Standard
B2464,Aux Heater Start Time Exceeded,Body,OBD-II Standard
B2465,Aux Heater Start Counter Overrun/System Locked (same as,Body,OBD-II Standard
B2466,Aux Heater Overheat Counter Overrun/System Locked,Body,OBD-II Standard
B2467,Aux Heater Cool Down Time Exceeded (may be con to a453 -5,Body,OBD-II Standard
B2468,Aux Heater Coolant Pump Circuit Short to Ground,Body,OBD-II Standard
B2469,Aux Heater Coolant Pump Circuit Open,Body,OBD-II Standard
B2470,Interior Fan Control Circuit Short to Ground,Body,OBD-II Standard
B2471,Interior Fan Control Circuit Open,Body,OBD-II Standard
B2472,Fog Lamp Switch Failure,Body,OBD-II Standard
B2473,Passenger Door Disarm Switch ckt Short to Ground,Body,OBD-II Standard
B2474,Passenger Door Lock Switch Circuit Shorted to Ground,Body,OBD-II Standard
B2475,Passenger Door Unlock Switch Circuit Shorted to Ground,Body,OBD-II Standard
B2476,RADIO PRESENT SWITCH Ckt Failure,Body,OBD-II Standard
B2477,Module Configuration Failure,Body,OBD-II Standard
B2478,ANTI THEFT INPUT SIGNAL SHORT TO GROUND,Body,OBD-II Standard
B2479,BRAKE PARK SWITCH CIRCUIT SHORT TO GROUND,Body,OBD-II Standard
B2480,LF CORNER LAMP OUTPUT Ckt Short to Battery,Body,OBD-II Standard
B2481,Convertible Top Up/Down switch Fault,Body,OBD-II Standard
B2482,RF CORNER LAMP OUTPUT Ckt Short to Battery,Body,OBD-II Standard
B2483,Enable S ignal Open Circuit,Body,OBD-II Standard
B2484,Disable Signal Short to Ground,Body,OBD-II Standard
B2485,LF SIDE REPEATER LAMP OUTPUT Ckt Short to Battery,Body,OBD-II Standard
B2487,RF SIDE REPEATER LAMP OUTPUT Ckt Short to Battery,Body,OBD-II Standard
B2489,UNDERHOOD LAMP OUTPUT CIRCUIT Failure,Body,OBD-II Standard
B2490,UNDERHOOD LAMP OUTPUT C IRCUIT Short to Battery,Body,OBD-II Standard
B2491,RF PARK LAMP OUTPUT CIRCUIT Short to Battery,Body,OBD-II Standard
B2492,Already Programmed (Test Mode DTC Only !!!),Body,OBD-II Standard
B2493,LF PARK LAMP OUTPUT CIRCUIT Short to Battery,Body,OBD-II Standard
B2494,ANTI THEFT HORN OUTPUT CIRCUIT Short to Batt,Body,OBD-II Standard
B2495,ANTI THE FT HORN OUTPUT CIRCUIT Failure,Body,OBD-II Standard
B2496,ANTI THEFT HORN OUTPUT CIRCUIT Short to Gnd,Body,OBD-II Standard
B2499,COURTESY LAMP OUTPUT Failure,Body,OBD-II Standard
B2500,COURTESY LAMP OUTPUT Ckt Short to Battery,Body,OBD-II Standard
B2501,LF LAMP LOW BEAM CIRCUIT Failure,Body,OBD-II Standard
B2502,LF LAMP LOW BEAM CIRCUIT Short t o Battery,Body,OBD-II Standard
B2503,RF LAMP LOW BEAM CIRCUIT Failure,Body,OBD-II Standard
B2504,RF LAMP LOW BEAM CIRCUIT Short to Battery,Body,OBD-II Standard
B2505,LF LAMP HIGH BEAM CIRCUIT Failure,Body,OBD-II Standard
B2506,LF LAMP HIGH BEAM CIRCUIT Short to Battery,Body,OBD-II Standard
B2507,RF LAMP HIGH BEAM CIRCUIT Failure,Body,OBD-II Standard
B2508,RF LAM P HIGH BEAM CIRCUIT Short to Battery,Body,OBD-II Standard
B2509,Rear Fog Lamp Switch Circuit Failure,Body,OBD-II Standard
B2510,Main Blower Motor Relay Circuit Short to Battery,Body,OBD-II Standard
B2511,Horn Output Relay Circuit Short to Battery,Body,OBD-II Standard
B2512,Front Fog Lamp Relay Ckt Short to Battery,Body,OBD-II Standard
B2513,Blower (Fan) Circuit Failure,Body,OBD-II Standard
B2514,Blower (Fan) Circuit Short to Vbatt,Body,OBD-II Standard
B2515,Heater Blower Relay Circuit Failure,Body,OBD-II Standard
B2516,Blower Control Circuit Failure,Body,OBD-II Standard
B2517,Emergency Power Off System Faulted,Body,OBD-II Standard
B2518,Compressor Overtemp Fault,Body,OBD-II Standard
B2519,High Mount S top Lamp Circuit Failure,Body,OBD-II Standard
B2520,High Mount Stop Lamp Circuit Short to Battery,Body,OBD-II Standard
B2523,License Lamp Circuit Failure,Body,OBD-II Standard
B2524,License Lamp Circuit Short to Battery,Body,OBD-II Standard
B2525,Left Rear Backup Lamp Circuit Failure,Body,OBD-II Standard
B2526,Left Rear Backup Lamp Circuit Short to Battery,Body,OBD-II Standard
B2527,Left Rear Stop lamp Circuit Failure,Body,OBD-II Standard
B2528,Left Rear Stop lamp Circuit Short to Battery,Body,OBD-II Standard
B2529,Left Rear Turn Lamp Circuit Failure,Body,OBD-II Standard
B2530,Left Rear Turn Lamp Circuit Short to Battery,Body,OBD-II Standard
B2531,Right Rear Backup Lamp Circuit Failur e,Body,OBD-II Standard
B2532,Right Rear Backup Lamp Circuit Short to Battery,Body,OBD-II Standard
B2533,Right Rear Stop lamp Circuit Failure,Body,OBD-II Standard
B2534,Right Rear Stop lamp Circuit Short to Battery,Body,OBD-II Standard
B2535,Right Rear Turn Lamp Circuit Failure,Body,OBD-II Standard
B2536,Right Rear Turn Lamp Circuit Short to Bat tery,Body,OBD-II Standard
B2539,Aux A/C Mode Position Reference Circuit Short to Ground,Body,OBD-II Standard
B2540,Aux A/C Mode Position Reference Circuit Short to Battery,Body,OBD-II Standard
B2543,Aux A/C Control Switch Reference Circuit Short to Ground,Body,OBD-II Standard
B2544,Aux A/C Control Switch Reference Circuit Shor t to Battery,Body,OBD-II Standard
B2545,System Power Relay Circuit Short to Battery,Body,OBD-II Standard
B2546,System Power Relay Circuit Failure,Body,OBD-II Standard
B2550,LAMP DOME OUTPUT Circuit Short to Ground,Body,OBD-II Standard
B2553,Disable Signal Output Circuit Short to Battery,Body,OBD-II Standard
B2554,LAMP DOME OUTPUT Circuit Failur e,Body,OBD-II Standard
B2555,LAMP DOME OUTPUT Circuit Short to Battery,Body,OBD-II Standard
B2556,Enable Signal Circuit Short to Battery,Body,OBD-II Standard
B2557,Left Power Sliding Door Open/Close Output Circuit Short to,Body,OBD-II Standard
B2558,Right Power Sliding Door Open/Close Output Circuit Short to,Body,OBD-II Standard
B2559,Aux A/C Blower Motor Relay Circuit Short to Battery,Body,OBD-II Standard
B2560,Aux A/C Blower Motor Relay Circuit Short to Ground,Body,OBD-II Standard
B2561,Aux A/C Blower Speed 1 Circuit Failure,Body,OBD-II Standard
B2562,Aux A/C Blower Speed 1 Circuit Short to Ground,Body,OBD-II Standard
B2563,Aux A/C Blower Speed 2 C ircuit Failure,Body,OBD-II Standard
B2564,Aux A/C Blower Speed 2 Circuit Short to Ground,Body,OBD-II Standard
B2565,Right Tail Lamp Circuit Failure,Body,OBD-II Standard
B2566,Right Tail Lamp Circuit Short to Ground,Body,OBD-II Standard
B2567,Reverse Mirror Output Circuit Failure,Body,OBD-II Standard
B2568,Reverse Mirror Output Circuit Short to Ground,Body,OBD-II Standard
B2569,Liftgate Disarm Switch Circuit Short to Ground,Body,OBD-II Standard
B2570,Right Lamp Outage Signal Circuit Short to Ground,Body,OBD-II Standard
B2571,Left Lamp Outage Signal Circuit Short to Ground,Body,OBD-II Standard
B2580,Aux Blower Sense Switch Circuit Failure,Body,OBD-II Standard
B2581,Passenger Seat Occup ant Detection Circuit Short To Ground,Body,OBD-II Standard
B2582,Passenger Seat Occupant Detection Circuit Open,Body,OBD-II Standard
B2583,Child Seat Detection Circuit Short to Ground,Body,OBD-II Standard
B2584,Child Seat Detection Circuit Open,Body,OBD-II Standard
B2585,Anti Theft Input Signal Circuit Short To Battery,Body,OBD-II Standard
B2586,Headlamp Mode Select Circuit Failure,Body,OBD-II Standard
B2587,Passenger Seat Occupant Detection Circuit Short To Battery,Body,OBD-II Standard
B2588,Child Seat Detection Circuit Short To Battery,Body,OBD-II Standard
B2589,Unexpected Door Reversal During Close,Body,OBD-II Standard
B2590,Vehicle Park/Speed Signal Circuit Fail ure,Body,OBD-II Standard
B2591,Detent Signal Missing During Unlatch,Body,OBD-II Standard
B2592,PSD Not Fully Closed (Module Commanded Successfully),Body,OBD-II Standard
B2593,Power Sliding Door Opened During Module Close Command,Body,OBD-II Standard
B2594,No Movement Detected After an Unlatch During Power Open,Body,OBD-II Standard
B2595,Anti Th eft Input Signal Circuit Failure,Body,OBD-II Standard
B2596,Headlamp Aim Output Relay Circuit Short To Battery,Body,OBD-II Standard
B2597,Headlamp Aim Output Relay Circuit Failure,Body,OBD-II Standard
B2598,Headlamp Relay Circuit Failure,Body,OBD-II Standard
B2599,Tailgate Release Open Circuit,Body,OBD-II Standard
B2600,Double Locking Door Moto r Frozen,Body,OBD-II Standard
B2601,No Latch Signal Sensed on Closing and Door Reversed,Body,OBD-II Standard
B2602,Missing Latch Signal During Power Sliding Door Unlatch,Body,OBD-II Standard
B2603,PSD Not Fully Closed During Self -Test,Body,OBD-II Standard
B2604,Power Sliding Door On/Off Switch Open Circuit,Body,OBD-II Standard
B2605,Disable Sig nal Open Circuit,Body,OBD-II Standard
B2606,A/C Temperature Sensor Out of Range,Body,OBD-II Standard
B9999,Created in XML format by Sinclair Easton,Body,OBD-II Standard
C1091,Speed Wheel Sensor All Coherency Failure,Chassis,OBD-II Standard
C1095,ABS Hydraulic Pump Motor Circuit Failure,Chassis,OBD-II Standard
C1096,ABS Hydraulic Pump Motor Circuit Open,Chassis,OBD-II Standard
C1097,ABS Hydraulic Pump Motor Circuit Short To Ground,Chassis,OBD-II Standard
C1098,ABS Hydraulic Pump Motor Circuit Short To Battery,Chassis,OBD-II Standard
C1100,ABS Pump Switch Circuit Failure,Chassis,OBD-II Standard
C1101,ABS Hydraulic Valve Circuit Failure,Chassis,OBD-II Standard
C1102,ABS Acceleration Switch Circuit Failure,Chassis,OBD-II Standard
C1103,ABS Hydraulic Brake Sw itch Circuit Failure,Chassis,OBD-II Standard
C1104,Traction Control Active Lamp -Circuit Short to Battery,Chassis,OBD-II Standard
C1105,Traction Control Disable Lamp -Circuit Short to Battery,Chassis,OBD-II Standard
C1106,Traction Control Disable Switch Circuit Short to Battery,Chassis,OBD-II Standard
C1107,ABS Function Enabled Input Ci rcuit Failure,Chassis,OBD-II Standard
C1109,Speed Control Actuator Assembly Cable Release Failure,Chassis,OBD-II Standard
C1110,ABS Power Relay Coil Circuit Failure,Chassis,OBD-II Standard
C1111,ABS Power Relay Coil Open Circuit,Chassis,OBD-II Standard
C1112,ABS Power Relay Coil Short Circuit To Ground,Chassis,OBD-II Standard
C1113,ABS Power Relay Coil Short Circuit To Battery,Chassis,OBD-II Standard
C1114,ABS Power Relay Output Short Circuit To Ground,Chassis,OBD-II Standard
C1115,ABS Power Relay Output Short Circuit To Battery,Chassis,OBD-II Standard
C1116,Starter Motor Circuit Failure,Chassis,OBD-II Standard
C1117,RPM Input Circuit Failure,Chassis,OBD-II Standard
C1123,Vehicle Speed Sensor Input Short to Batte ry,Chassis,OBD-II Standard
C1124,Input shaft speed signal missing/faulted,Chassis,OBD-II Standard
C1125,Brake Fluid Level Sensor Input Circuit Failure,Chassis,OBD-II Standard
C1126,Cruise Control Command Switch Assembly Circuit Failure,Chassis,OBD-II Standard
C1127,Cruise Control Deactivator Brake Switch Circuit Failure,Chassis,OBD-II Standard
C1132,Clutch po sition ckt short to ground,Chassis,OBD-II Standard
C1133,Clutch position ckt short to battery,Chassis,OBD-II Standard
C1134,Gear Shift position short to ground,Chassis,OBD-II Standard
C1135,Gear Shift position short to battery,Chassis,OBD-II Standard
C1136,Gear Select position short to ground,Chassis,OBD-II Standard
C1137,ECU is Defective,Chassis,OBD-II Standard
C1138,Gear Select position short to Battery,Chassis,OBD-II Standard
C1139,Wheel Speed Sensor Center Tone Ring Missing Tooth Fault,Chassis,OBD-II Standard
C1140,Hydraulic Base Brake Failure,Chassis,OBD-II Standard
C1141,Wheel Speed Sensor LF Tone Ring Tooth Missing Fault,Chassis,OBD-II Standard
C1142,Wheel Speed Sensor RF Tone Ring Tooth Missing Fault,Chassis,OBD-II Standard
C1143,Wheel Speed Sensor LR Tone Ring Tooth Missing Fault,Chassis,OBD-II Standard
C1144,Wheel Speed Sensor RR Tone Ring Tooth Missing Fault,Chassis,OBD-II Standard
C1145,Speed Wheel Sensor RF Input Circuit Failure,Chassis,OBD-II Standard
C1146,Speed Wheel Sensor RF Circuit Open,Chassis,OBD-II Standard
C1148,Speed Wheel Sensor RF Coherency Fault,Chassis,OBD-II Standard
C1149,Hydraulic Fluid Pressure/ Flow Circuit Failure,Chassis,OBD-II Standard
C1150,Two Speed Rear Axle Input Switch Circuit Short to Vbatt,Chassis,OBD-II Standard
C1155,Speed Wheel Sensor LF Input Circuit Failure,Chassis,OBD-II Standard
C1156,Speed Wheel Sensor LF Circuit Open,Chassis,OBD-II Standard
C1157,Park Brake Actuator Ass embly Switch Applied Circuit Failure,Chassis,OBD-II Standard
C1158,Speed Wheel Sensor LF Coherency Fault,Chassis,OBD-II Standard
C1159,Hydraulic Fluid Pressure/ Flow Circuit Short to Gnd,Chassis,OBD-II Standard
C1161,Air Pressure Low Circuit Short to Gnd,Chassis,OBD-II Standard
C1162,Park Brake Switch # 2 Released Circuit Failure,Chassis,OBD-II Standard
C1163,Park Brake Switch # 2 Applied Circuit Short to Gnd,Chassis,OBD-II Standard
C1164,Park Brake Actuator Assembly Switch Circuit Failure,Chassis,OBD-II Standard
C1165,Speed Wheel Sensor RR Input Circuit Failure,Chassis,OBD-II Standard
C1166,Speed Wheel Sensor RR Input Open Circuit,Chassis,OBD-II Standard
C1167,Park Brake Actuator Assembly Sw itch Released Circuit Short to,Chassis,OBD-II Standard
C1168,Speed Wheel Sensor RR Coherency Fault,Chassis,OBD-II Standard
C1169,ABS Fluid Dumping Exceeds Maximum Timing,Chassis,OBD-II Standard
C1170,PRNDL Switch Circuit Failure,Chassis,OBD-II Standard
C1172,Park Brake Switch # 1 Applied Circuit Failure,Chassis,OBD-II Standard
C1173,Park Brake Switch # 1 Released Circuit Short to Gnd,Chassis,OBD-II Standard
C1174,Park Brake Switch # 2 Applied Circuit Failure,Chassis,OBD-II Standard
C1175,Speed Wheel Sensor LR Input Circuit Failure,Chassis,OBD-II Standard
C1176,Speed Wheel Sensor LR Circuit Open,Chassis,OBD-II Standard
C1177,Park Brake Actuator Assembly Switch Released Circuit Failure,Chassis,OBD-II Standard
C1178,Speed Wheel Sensor LR Coherency Fault,Chassis,OBD-II Standard
C1179,Speed Control Actuator Assembly Cable Slack Failure,Chassis,OBD-II Standard
C1180,Park Brake Valve Solenoid #1 Sense Input Circuit Failure,Chassis,OBD-II Standard
C1181,Park Brake Valve Solenoid #1 Sense Input Circuit Short to,Chassis,OBD-II Standard
C1182,ParkLamp Flash Relay Circuit Failure,Chassis,OBD-II Standard
C1183,Park Lamp Flash Relay Circuit Short to Battery,Chassis,OBD-II Standard
C1184,ABS System Is Not Operational,Chassis,OBD-II Standard
C1185,ABS Power Relay Output Circuit Failure,Chassis,OBD-II Standard
C1186,ABS Power Relay Output Open Circuit,Chassis,OBD-II Standard
C1187,Brake Fluid Level Sensor Input Open Circuit,Chassis,OBD-II Standard
C1188,Brake Fluid Level Sensor Input Short Circuit To Battery,Chassis,OBD-II Standard
C1189,Brake Fluid Level Sensor Input Short Circuit To Ground,Chassis,OBD-II Standard
C1190,Speed Wheel Sensor LF Input Short Circuit To Battery,Chassis,OBD-II Standard
C1191,Speed Wheel Sensor LF Input Short Cir cuit To Ground,Chassis,OBD-II Standard
C1192,Speed Wheel Sensor RF Input Short Circuit To Battery,Chassis,OBD-II Standard
C1193,Speed Wheel Sensor RF Input Short Circuit To Ground,Chassis,OBD-II Standard
C1194,ABS Outlet Valve Coil LF Circuit Failure,Chassis,OBD-II Standard
C1195,ABS Outlet Valve Coil LF Circuit Open,Chassis,OBD-II Standard
C1196,ABS Outlet V alve Coil LF Circuit Short To Battery,Chassis,OBD-II Standard
C1197,ABS Outlet Valve Coil LF Circuit Short To Ground,Chassis,OBD-II Standard
C1198,ABS Inlet Valve Coil LF Circuit Failure,Chassis,OBD-II Standard
C1199,ABS Inlet Valve Coil LF Circuit Open,Chassis,OBD-II Standard
C1200,ABS Inlet Valve Coil LF Circuit Short To Battery,Chassis,OBD-II Standard
C1201,ABS Inlet Valve Coil LF Circuit Short To Ground,Chassis,OBD-II Standard
C1202,ABS Outlet Valve Coil Rear Circuit Failure,Chassis,OBD-II Standard
C1203,ABS Outlet Valve Coil Rear Circuit Open,Chassis,OBD-II Standard
C1204,ABS Outlet Valve Coil Rear Circuit Short To Battery,Chassis,OBD-II Standard
C1205,ABS Outlet Valve Coil Rear Circuit Short To Ground,Chassis,OBD-II Standard
C1206,ABS Inlet Valve Coil Rear Circuit Failure,Chassis,OBD-II Standard
C1207,ABS Inlet Valve Coil Rear Circuit Open,Chassis,OBD-II Standard
C1208,ABS Inlet Valve Coil Rear Circuit Short To Battery,Chassis,OBD-II Standard
C1209,ABS Inlet Valve Coil Rear Circuit Short To Ground,Chassis,OBD-II Standard
C1210,ABS Outlet Va lve Coil RF Circuit Failure,Chassis,OBD-II Standard
C1211,ABS Outlet Valve Coil RF Circuit Open,Chassis,OBD-II Standard
C1212,ABS Outlet Valve Coil RF Circuit Short To Battery,Chassis,OBD-II Standard
