Code,Description,Category,Source,Notes;
"P1127,""Exhaust Not Warm, Downstream O2 Sensor"",Powertrain,OBD-II Standard,";
P1128,Upstream Heated O2 Sensors Swapped,Powertrain,OBD-II Standard,;
P1129,Downstream Heated O2 Sensors Swapped,Powertrain,OBD-II Standard,;
P1130,Lack Of HO2S Switch -Adaptiv e Fuel At Limit,Powertrain,OBD-II Standard,;
P1131,Lack Of HO2S Switch -Sensor Indicates Lean,Powertrain,OBD-II Standard,;
P1132,Lack Of HO2S Switch -Sensor Indicates Rich,Powertrain,OBD-II Standard,;
P1133,HO2S Insufficient Switching Sensor 1,Powertrain,OBD-II Standard,;
P1134,HO2S Transition Time Ratio Sensor 1,Powertrain,OBD-II Standard,;
P1135,Pedal Position Sensor A Circuit In termittent,Powertrain,OBD-II Standard,;
P1136,Fan Control Circuit Malfunction,Powertrain,OBD-II Standard,;
P1137,Lack Of HO2S Switch -Sensor Indicates Lean,Powertrain,OBD-II Standard,;
P1138,Lack Of HO2S12 Switch -Sensor Indicates Rich,Powertrain,OBD-II Standard,;
P1139,Water In Fuel Indicator Circuit Malfunction,Powertrain,OBD-II Standard,;
P1140,Water In Fuel Condition,Powertrain,OBD-II Standard,;
P1141,Fuel Restriction Indicator Circuit Malfunction,Powertrain,OBD-II Standard,;
P1142,Fuel Restriction Condition,Powertrain,OBD-II Standard,;
P1143,Air Assist Control Valve Range/Performance,Powertrain,OBD-II Standard,;
P1144,Air Assist Control Valve Circuit Malfunction,Powertrain,OBD-II Standard,;
P1150,Lack Of HO2S21 Switch -Adaptive Fuel At Limit,Powertrain,OBD-II Standard,;
P1151,Lack Of HO2S21 Switch -Sensor Indicates Lean,Powertrain,OBD-II Standard,;
P1152,Lack Of HO2S21 Switch -Sensor Indicates Rich,Powertrain,OBD-II Standard,;
P1153,Bank 2 Fuel Control Shifted Lean,Powertrain,OBD-II Standard,;
P1154,Bank 2 Fuel Control Shifted Rich,Powertrain,OBD-II Standard,;
P1155,Alternative Fuel Controller,Powertrain,OBD-II Standard,;
P1156,Fuel Select Switch Malfuncti on,Powertrain,OBD-II Standard,;
P1157,Lack Of HO2S22 Switch -Sensor Indicates Lean,Powertrain,OBD-II Standard,;
P1158,Lack Of HO2S22 Switch -Sensor Indicates Rich,Powertrain,OBD-II Standard,;
P1159,Fuel Stepper Motor Malfunction,Powertrain,OBD-II Standard,;
"P1167,""Invalid Test,throttle not depressed"",Powertrain,OBD-II Standard,";
P1168,Fuel Rail Sensor In -Range Low Failure,Powertrain,OBD-II Standard,;
P1169,Fuel Rail Sensor In -Range High Failure,Powertrain,OBD-II Standard,;
P1170,ESO-Engine Shut Off Solenoid Fault,Powertrain,OBD-II Standard,;
P1171,Rotor Sensor Fault,Powertrain,OBD-II Standard,;
P1172,Rotor Control Fault,Powertrain,OBD-II Standard,;
P1173,Rotor Calibration Fault,Powertrain,OBD-II Standard,;
P1174,Cam Sensor Fault,Powertrain,OBD-II Standard,;
P1175,Cam Control Fault,Powertrain,OBD-II Standard,;
P1176,Cam Calibration Fault,Powertrain,OBD-II Standard,;
P1177,Synchronization Fault,Powertrain,OBD-II Standard,;
P1178,( open ),Powertrain,OBD-II Standard,;
P1180,Fuel Delivery System Malfunction -Low,Powertrain,OBD-II Standard,;
P1181,Fuel Delivery System Malfunction -High,Powertrain,OBD-II Standard,;
P1182,Fuel Shut Off Solenoid Malfunction,Powertrain,OBD-II Standard,;
P1183,Engine Oil Temperature Circuit Malfunction,Powertrain,OBD-II Standard,;
P1184,Engine Oil Temperature Out Of Self Test Range,Powertrain,OBD-II Standard,;
P1185,FTS High -Fuel Pump Temperature Sensor High,Powertrain,OBD-II Standard,;
P1186,FTS Low -Fuel Pump Temperature Sensor Low,Powertrain,OBD-II Standard,;
P1187,Variant Selection,Powertrain,OBD-II Standard,;
P1188,Calibration Memory Fault,Powertrain,OBD-II Standard,;
P1189,Pump Speed Signal Fault,Powertrain,OBD-II Standard,;
P1190,Calibration Resistor Out Of Range,Powertrain,OBD-II Standard,;
P1191,Key Line Voltage,Powertrain,OBD-II Standard,;
P1192,Voltage External,Powertrain,OBD-II Standard,;
P1193,EGR Drive Overcurrent,Powertrain,OBD-II Standard,;
P1194,ECU A/D Converter,Powertrain,OBD-II Standard,;
P1195,SCP HBCC Failed To Initialize,Powertrain,OBD-II Standard,;
P1196,Key Off Voltage High,Powertrain,OBD-II Standard,;
P1197,Key Off Voltage Low,Powertrain,OBD-II Standard,;
P1198,Pump Rotor Control Underfueling,Powertrain,OBD-II Standard,;
P1199,Fuel Level Input Circuit Low,Powertrain,OBD-II Standard,;
P1200,Injector Control Circuit,Powertrain,OBD-II Standard,;
P1201,Injector Circuit Open / Shorted -Cylinder #1,Powertrain,OBD-II Standard,;
P1202,Injector Circuit Open / Shorted -Cylinder #2,Powertrain,OBD-II Standard,;
P1203,Injector Circuit Open / Shorted -Cylinder #3,Powertrain,OBD-II Standard,;
P1204,Injector Circuit Open / Shorted -Cylinder #4,Powertrain,OBD-II Standard,;
P1205,Injector Circuit Open / Shorted -Cylinder #5,Powertrain,OBD-II Standard,;
P1206,Injector Circuit Open / Shorted -Cylinder #6,Powertrain,OBD-II Standard,;
P1209,Injector Control Pressure System Fault,Powertrain,OBD-II Standard,;
P1210,Injector Control Pressure Above Expected Level,Powertrain,OBD-II Standard,;
P1211,Injector Control Pressure Sensor Above / Below Desired,Powertrain,OBD-II Standard,;
P1212,Injector Control Pressure Not Detected During Crank,Powertrain,OBD-II Standard,;
P1213,Start Injector Circuit Malfunction,Powertrain,OBD-II Standard,;
P1214,Pedal Position Sensor B Circuit Intermittent,Powertrain,OBD-II Standard,;
P1215,Pedal Po sition Sensor C Circuit Low Input,Powertrain,OBD-II Standard,;
P1216,Pedal Position Sensor C Circuit High Input,Powertrain,OBD-II Standard,;
P1217,Pedal Position Sensor C Circuit Intermittent,Powertrain,OBD-II Standard,;
P1218,CID High,Powertrain,OBD-II Standard,;
P1219,CID Low,Powertrain,OBD-II Standard,;
P1220,Series Throttle Control System Malfunction,Powertrain,OBD-II Standard,;
P1221,Traction Control Sys tem Malfunction,Powertrain,OBD-II Standard,;
P1222,Traction Control Output Circuit Malfunction,Powertrain,OBD-II Standard,;
P1223,Pedal Demand Sensor B Circuit High Input,Powertrain,OBD-II Standard,;
P1224,Throttle Position Sensor B Out Of Self Test Range,Powertrain,OBD-II Standard,;
P1225,Needle Lift Sensor Malfunction,Powertrain,OBD-II Standard,;
P1226,Control Sleeve Sensor Malfunc tion,Powertrain,OBD-II Standard,;
P1227,Wastegate Failed Closed (Over Pressure),Powertrain,OBD-II Standard,;
P1228,Wastegate Failed Open (Under Pressure),Powertrain,OBD-II Standard,;
P1229,Intercooler Pump Driver Fault,Powertrain,OBD-II Standard,;
P1230,Fuel Pump Low Speed Malfunction,Powertrain,OBD-II Standard,;
"P1231,""Fuel Pump Secondary Circuit Low, High Speed"",Powertrain,OBD-II Standard,";
P1232,Fuel Pump Sp eed Primary Circuit Malfunction,Powertrain,OBD-II Standard,;
P1233,Fuel Pump Driver Module Off Line,Powertrain,OBD-II Standard,;
P1234,Fuel Pump Driver Module Off Line,Powertrain,OBD-II Standard,;
P1235,Fuel Pump Control Out Of Range,Powertrain,OBD-II Standard,;
P1236,Fuel Pump Control Out Of Range,Powertrain,OBD-II Standard,;
P1237,Fuel Pump Secondary Circuit Malfunction,Powertrain,OBD-II Standard,;
P1238,Fuel Pump Secondary Circuit Malfunction,Powertrain,OBD-II Standard,;
P1239,Speed Fuel Pump Positive Feed Fault,Powertrain,OBD-II Standard,;
P1240,Sensor Power Supply Malfunction,Powertrain,OBD-II Standard,;
P1241,Sensor Power Supply Low Input,Powertrain,OBD-II Standard,;
P1242,Sensor Power Supply High Input,Powertrain,OBD-II Standard,;
P1243,Second Fuel Pump Faulty or Ground Fault,Powertrain,OBD-II Standard,;
P1244,Alternator Load Input Failed High,Powertrain,OBD-II Standard,;
P1245,Alternator Load Input Failed Low,Powertrain,OBD-II Standard,;
P1246,Alternator Load Input Failed,Powertrain,OBD-II Standard,;
P1247,Turbo Boost Pressure Low,Powertrain,OBD-II Standard,;
P1248,Turbo Boost Pressure Not Detected,Powertrain,OBD-II Standard,;
P1249,Wastegate Control Valve Performance,Powertrain,OBD-II Standard,;
P1250,PRC So lenoid Circuit Malfunction,Powertrain,OBD-II Standard,;
P1251,Air Mixture Solenoid Circuit Malfunction,Powertrain,OBD-II Standard,;
P1252,Pedal Correlation PDS1 and LPDS High,Powertrain,OBD-II Standard,;
P1253,Pedal Correlation PDS1 and LPDS Low,Powertrain,OBD-II Standard,;
P1254,Pedal Correlation PDS2 and LPDS High,Powertrain,OBD-II Standard,;
P1255,Pedal Correlation PDS2 and LPDS L ow,Powertrain,OBD-II Standard,;
P1256,Pedal Correlation PDS1 and HPDS,Powertrain,OBD-II Standard,;
P1257,Pedal Correlation PDS2 and HPDS,Powertrain,OBD-II Standard,;
P1258,Pedal Correlation PDS1 and PDS2,Powertrain,OBD-II Standard,;
P1259,Immobilizer to PCM Signal Error,Powertrain,OBD-II Standard,;
"P1260,""THEFT Detected, Vehicle Immobilzed"",Powertrain,OBD-II Standard,";
P1261,Cylinder #1 High To Low Side Short,Powertrain,OBD-II Standard,;
P1262,Cylinder #2 High To Low Side Short,Powertrain,OBD-II Standard,;
P1263,Cylinder #3 High To Low Side Short,Powertrain,OBD-II Standard,;
P1264,Cylinder #4 High To Low Side Short,Powertrain,OBD-II Standard,;
P1265,Cylinder #5 High To Low Side Short,Powertrain,OBD-II Standard,;
P1266,Cylinder #6 High To Low Side Short,Powertrain,OBD-II Standard,;
P1267,Cylinder #7 High To Low Side Short,Powertrain,OBD-II Standard,;
P1268,Cylinder #8 High To Low Side Short,Powertrain,OBD-II Standard,;
P1269,Immobilizer Code Not Programmed,Powertrain,OBD-II Standard,;
P1270,Engine RPM Or Speed Limiter Reached,Powertrain,OBD-II Standard,;
P1271,Cylinder #1 High To Low Side Open,Powertrain,OBD-II Standard,;
P1272,Cylinder #2 High To Low Side Open,Powertrain,OBD-II Standard,;
P1273,Cylinder #3 High To Low Side Open,Powertrain,OBD-II Standard,;
P1274,Cylinder #4 High To Low Side Open,Powertrain,OBD-II Standard,;
P1275,Cylinder #5 High To Low Side Open,Powertrain,OBD-II Standard,;
P1276,Cylinder #6 High To Low Side Open,Powertrain,OBD-II Standard,;
P1277,Cylinder #7 High To Low Side Open,Powertrain,OBD-II Standard,;
P1278,Cylinder #8 High To Low Side Open,Powertrain,OBD-II Standard,;
P1280,Injection Control Pres sure Out Of Range Low,Powertrain,OBD-II Standard,;
P1281,Injection Control Pressure Out Of Range High,Powertrain,OBD-II Standard,;
P1282,Excessive Injection Control Pressure,Powertrain,OBD-II Standard,;
P1283,IPR Circuit Failure,Powertrain,OBD-II Standard,;
P1284,Aborted KOER -ICP Failure,Powertrain,OBD-II Standard,;
P1285,Cylinder head over temp sensed,Powertrain,OBD-II Standard,;
P1286,Fuel Pulse In Range But Lower Than Expected,Powertrain,OBD-II Standard,;
P1287,Fuel Pulse In Range But Higher Than Expected,Powertrain,OBD-II Standard,;
P1288,Cylinder Head Temp Sensor Out Of Self Test Range,Powertrain,OBD-II Standard,;
P1289,Cylinder Head Temp Sensor High Input,Powertrain,OBD-II Standard,;
P1290,Cylinder Head Temp Sensor Low Input,Powertrain,OBD-II Standard,;
P1291,Injector High Side S hort To GND Or VBATT -Bank 1,Powertrain,OBD-II Standard,;
P1292,Injector High Side Short To GND Or VBATT -Bank 2,Powertrain,OBD-II Standard,;
P1293,Injector High Side Open -Bank 1,Powertrain,OBD-II Standard,;
P1294,Injector High Side Open -Bank 2/Target idle not reached,Powertrain,OBD-II Standard,;
P1295,Multi-faults -Bank 1 -With Low Side Shorts,Powertrain,OBD-II Standard,;
P1296,Multi-faults -Bank 2 -With Low Side Shorts,Powertrain,OBD-II Standard,;
P1297,Injector High Sides Shorted Together,Powertrain,OBD-II Standard,;
P1298,IDM Failure,Powertrain,OBD-II Standard,;
P1299,Cylinder Head Overtemperature Protection Active,Powertrain,OBD-II Standard,;
P1300,Boost Calibration Fault,Powertrain,OBD-II Standard,;
P1301,Boost Calibration High,Powertrain,OBD-II Standard,;
P1302,Boost Cal ibration Low,Powertrain,OBD-II Standard,;
P1303,EGR Calibration Fault,Powertrain,OBD-II Standard,;
P1304,EGR Calibration High,Powertrain,OBD-II Standard,;
P1305,EGR Calibration Low,Powertrain,OBD-II Standard,;
P1306,Kickdown Relay Pull -In Circuit Fault,Powertrain,OBD-II Standard,;
P1307,Kickdown Relay Hold Circuit Fault,Powertrain,OBD-II Standard,;
P1308,A/C Clutch Circuit Fault,Powertrain,OBD-II Standard,;
P1309,Misfire Monitor AIC E Chip Fault,Powertrain,OBD-II Standard,;
P1313,Misfire Rate Catalyst Damage Fault -Bank 1,Powertrain,OBD-II Standard,;
P1314,Misfire Rate Catalyst Damage Fault -Bank 2,Powertrain,OBD-II Standard,;
P1315,Persistent Misfire,Powertrain,OBD-II Standard,;
P1316,Injector Circuit / IDM Codes Detected,Powertrain,OBD-II Standard,;
P1317,Injector Circuit / IDM Codes Not Updated,Powertrain,OBD-II Standard,;
P1336,Crank / Cam Sensor Range / Performance,Powertrain,OBD-II Standard,;
P1340,Camshaft Position Sensor B Circuit Malfunction,Powertrain,OBD-II Standard,;
P1341,Camshaft Position Sensor B Range / Performance,Powertrain,OBD-II Standard,;
P1345,SGC (Cam Position) Sensor Circuit Malfunction/ Crankshaft,Powertrain,OBD-II Standard,;
P1346,Fuel Level Sensor B Circuit Malfunction,Powertrain,OBD-II Standard,;
P1347,Fuel Level Sensor B Range / Performance,Powertrain,OBD-II Standard,;
P1348,Fuel Level Sensor B Circuit Low,Powertrain,OBD-II Standard,;
P1349,Fuel Level Sensor B Circuit High,Powertrain,OBD-II Standard,;
P1350,Fuel Level Sensor B Intermittent/Bypass Line Monitor,Powertrain,OBD-II Standard,;
P1351,IDMInput Circuit Malfunction/ Ignition Coil Control Circuit High,Powertrain,OBD-II Standard,;
P1352,Ignition Coil A Primary Circuit Malfunction,Powertrain,OBD-II Standard,;
P1353,Ignition Coil B Primary Circuit Malfunction,Powertrain,OBD-II Standard,;
P1354,Ignition Coil C Primary Circuit Malfunction,Powertrain,OBD-II Standard,;
P1355,Ignition Coil D Pr imary Circuit Malfunction,Powertrain,OBD-II Standard,;
P1360,Ignition Coil A Secondary Circuit Malfunction,Powertrain,OBD-II Standard,;
P1361,Ignition Control (IC) Circuit Low Voltage,Powertrain,OBD-II Standard,;
P1362,Ignition Coil C Secondary Circuit Malfunction,Powertrain,OBD-II Standard,;
P1363,Ignition Coil D Secondary Circuit Malfunction,Powertrain,OBD-II Standard,;
P1364,Ignition Coil Primary Circuit Failure,Powertrain,OBD-II Standard,;
P1365,Ignition Coil Secondary Circuit Failure,Powertrain,OBD-II Standard,;
P1366,Ignition Spare,Powertrain,OBD-II Standard,;
P1367,Ignition Spare,Powertrain,OBD-II Standard,;
P1368,Ignition Spare,Powertrain,OBD-II Standard,;
P1369,Engine Temperature Light Monitor Failure,Powertrain,OBD-II Standard,;
P1370,Insufficient RMP Increase During Spark Test,Powertrain,OBD-II Standard,;
P1371,Ignition Coil -Cylinder 1 -Early Activation Fault,Powertrain,OBD-II Standard,;
P1372,Ignition Coil -Cylinder 2 -Early Activation Fault,Powertrain,OBD-II Standard,;
P1373,Ignition Coil -Cylinder 3 -Early Activation Fault,Powertrain,OBD-II Standard,;
P1374,Crankshaft Position (CKP)/Ignition Coil -Cylinder 4 -Early,Powertrain,OBD-II Standard,;
P1375,Ignition Coil -Cylinder 5 -Early Activation Fault,Powertrain,OBD-II Standard,;
P1376,Ignition Coil -Cylinder 6 -Early Activation Fault,Powertrain,OBD-II Standard,;
P1380,Misfire Detected -Rough Road Data Not Available,Powertrain,OBD-II Standard,;
P1381,Variable Cam Timing Overadvanced (Bank #1)/ Misfire,Powertrain,OBD-II Standard,;
P1382,Variable Cam Timing Solenoid #1 Circuit Malfunction,Powertrain,OBD-II Standard,;
P1383,Variable Cam Timing Overretarded (Bank #1),Powertrain,OBD-II Standard,;
P1384,VVT Solenoid A Malfunction,Powertrain,OBD-II Standard,;
P1385,Variable Cam Timing Solenoid B Malfunction,Powertrain,OBD-II Standard,;
P1386,Variable Cam Timing Overadvanced (Bank #2),Powertrain,OBD-II Standard,;
P1387,Variable Cam Timing Solenoid #2 Circuit Malfunction,Powertrain,OBD-II Standard,;
P1388,Variable Cam Timing Overretarded (Bank #2),Powertrain,OBD-II Standard,;
P1389,Glow Plug Circuit High Side Low Input,Powertrain,OBD-II Standard,;
P1390,Octane Adjust Pin Out Of Self Test Range,Powertrain,OBD-II Standard,;
P1391,Glow Plug Circuit Low Input (Bank #1),Powertrain,OBD-II Standard,;
P1392,Glow Plug Circuit High Input (Bank #1),Powertrain,OBD-II Standard,;
P1393,Glow Plug Circuit Low Input (Bank #2),Powertrain,OBD-II Standard,;
P1394,Glow Plug Circuit High Input (Bank #2),Powertrain,OBD-II Standard,;
P1395,Glow Plug Monitor Fault (Bank #1),Powertrain,OBD-II Standard,;
P1396,Glow Plug Monitor Fault (B ank #2),Powertrain,OBD-II Standard,;
P1397,System Voltage Out Of Self Test Range,Powertrain,OBD-II Standard,;
P1398,VVT Solenoid B Circuit High Input,Powertrain,OBD-II Standard,;
"P1399,""Glow Plug Circuit High Side, High Input"",Powertrain,OBD-II Standard,";
P1400,DPFE Circuit Low Input,Powertrain,OBD-II Standard,;
P1401,DPFE Circuit High Input,Powertrain,OBD-II Standard,;
P1402,EGR Metering Orifice Restricted,Powertrain,OBD-II Standard,;
P1403,DPFE Sensor Hoses Reversed,Powertrain,OBD-II Standard,;
P1404,IAT-B Circuit Malfunction/ Exhaust Gas Recirculation Closed,Powertrain,OBD-II Standard,;
P1405,DPFE Sensor Upstream Hose Off Or Plugged,Powertrain,OBD-II Standard,;
P1406,Exhaust Gas Recirculation (EGR) Position Sensor Performance,Powertrain,OBD-II Standard,;
P1407,EGRNo Flow Detected,Powertrain,OBD-II Standard,;
P1408,EGR Flow Out Of Self Test Range,Powertrain,OBD-II Standard,;
P1409,EVR Control Circuit Malfunction,Powertrain,OBD-II Standard,;
P1411,SAI System Incorrect Downstream Flow Detected,Powertrain,OBD-II Standard,;
P1413,SAI System Monitor Circuit Low Input,Powertrain,OBD-II Standard,;
P1414,SAI System Monitor Circuit High Input,Powertrain,OBD-II Standard,;
P1415,Air Pump Circuit Malfunction/ (AIR) System Bank 1,Powertrain,OBD-II Standard,;
P1416,Port Air Circuit Malfunction/ (AIR) System Bank 2,Powertrain,OBD-II Standard,;
P1417,Port Air Relief Circuit Malfunction,Powertrain,OBD-II Standard,;
P1418,Split Air #1 Circuit Malfunction,Powertrain,OBD-II Standard,;
P1419,Split Air #2 Circuit Malfunction,Powertrain,OBD-II Standard,;
P1420,Catalyst Temperature Sensor Failure,Powertrain,OBD-II Standard,;
P1421,Catalyst Damage,Powertrain,OBD-II Standard,;
P1422,EGI Temperature Sensor Failure,Powertrain,OBD-II Standard,;
P1423,EGI Functionality Test Failed,Powertrain,OBD-II Standard,;
P1424,EGI Glow Plug Primary Failure,Powertrain,OBD-II Standard,;
P1425,EGI Glow Plug Secondary Failure,Powertrain,OBD-II Standard,;
P1426,EGI Mini -MAF Failed Out Of Range,Powertrain,OBD-II Standard,;
P1427,EGI Mini -MAF Failed Short Circuit,Powertrain,OBD-II Standard,;
P1428,EGI Mini -MAF Failed Open Circuit,Powertrain,OBD-II Standard,;
P1429,Electric Air Pump Primary Failure,Powertrain,OBD-II Standard,;
P1430,Electric Air Pump Secondary Failure,Powertrain,OBD-II Standard,;
P1433,A/C Refrigerant Temperature Circuit Low,Powertrain,OBD-II Standard,;
P1434,A/C Refrigerant Tempe rature Circuit High,Powertrain,OBD-II Standard,;
P1435,A/C Refrigerant Temperature Circuit Range/Performance,Powertrain,OBD-II Standard,;
P1436,A/C Evaporator Air Temperature Circuit Low,Powertrain,OBD-II Standard,;
P1437,A/C Evaporator Air Temperature Circuit High,Powertrain,OBD-II Standard,;
P1438,A/C Evaporator Air Temperature Circuit Range/Performance,Powertrain,OBD-II Standard,;
P1439,Floor Temperature Switch Circuit Malfunction,Powertrain,OBD-II Standard,;
P1440,Purge Valve Stuck Open,Powertrain,OBD-II Standard,;
